name,address,birthdate,phone
Edward Smith II,480 Winchester Ave,1988-10-09,516-795-7618
George Hill,3818C Broadway,1998-06-06,347-740-7343
Katie Nelson,81A Lott St,2001-08-03,914-435-1066
Andrew Stewart,2347 Park St,1983-12-20,512-428-1491
Adam Rodriguez,103-60 134th St,1954-06-01,845-930-5255
John Wright,569-46 Gipson St,1962-02-18,929-937-8084
Jennifer Cabrera,774 Armstrong Ave,1954-04-15,315-545-8732
Phillip Owens,3329E Broadway,1992-02-22,716-882-3603
James Madden,94-25 84th St,1963-02-19,315-897-4175
Nicole Rios,619 Manida St,1961-10-20,516-641-4066
Jane Cooper,1336 Plimpton Ave,1962-07-29,914-837-0943
Miranda Green,85-74 Broadway,1997-12-02,716-792-9177
Brad Gray,159 Wadsworth Ave,1977-12-09,914-907-4519
Alexis Weber,5046 Rear Fieldston Rd,1953-06-09,838-734-9463
Abigail Sawyer,1095 Park Dr SW,1962-04-17,509-308-1299
Maria Carr,3374 E 5th Ave,1973-06-29,470-367-0384
Randy Stevens,389 E 8th Way,1972-02-04,858-735-6157
Sarah Hale,3122 Church Ave,1956-12-02,716-944-8976
Debra Wilson,75-31 152nd St,1956-11-08,838-779-0005
Robert Stone,8-21 119th St,1988-03-21,838-609-6200
Tammy Oneill,167 E 7th St,1992-04-06,315-755-1564
Judith Baker,106 Gladwin St,1981-07-04,516-754-1494
Jennifer Hernandez,37B Cooper Pl,1955-10-22,315-599-3340
Ethan Alvarez,183A Bement Ct,1962-10-24,680-620-0473
John Padilla,2921 SE Maple Dr,1980-01-05,810-528-7085
Lisa English,190A W 145th St,1950-09-19,516-742-5430
Donna Ramsey,127 E 161st St,1972-06-17,516-905-8665
Katrina Norris,1284 St Nicholas Ave,1960-10-20,516-342-7972
Brendan Hart,727 Park Ave NW,1983-03-02,816-282-4838
Teresa Gomez,172 Liberty Ave,1961-07-17,315-273-4811
Diane Harris,389 E 7th Ln,1963-08-09,207-821-4027
Sara Soto,62-4 Meridian Rd,1975-07-20,838-205-9457
Barry Smith,3864 Ave J,1997-10-25,914-855-9644
Jacqueline Carey,2014 Webster Ave,1972-05-13,315-241-5030
Matthew Carr,26-14 Kearney St,2000-07-15,914-583-8493
Aaron Valenzuela,41-50 67th St,1988-11-14,516-645-3122
John Barajas,1147A E 28th St,1999-10-12,516-498-4829
Hannah Sanchez,137 Ridge St,1960-10-10,516-362-4669
Kathy Hensley,1185 Maple Way NE,1994-05-22,517-288-8079
Jason Moore,656A Pacific St,1948-12-20,315-257-6552
Brandon Norris II,993A E 15th St,1992-04-01,516-955-6976
Cheryl Mathews,161 Lombardy St,1959-07-02,315-901-0078
Theresa Kelley,88B E Broadway,1943-11-25,838-500-0944
Stephanie Hartman,217½ E 50th St,1968-06-24,716-847-3197
Nick White,51-33 59th Ave,1963-06-28,646-503-6906
Steven Contreras,41-16 Little Neck Pkwy,1956-08-17,917-959-0530
Melissa Mcclain,34-22 24th Ave,1996-05-24,914-333-4917
Jean Murphy,3600 4th Ave W,2001-04-07,619-636-3659
Candace Davis,104-8 37th Rd,1960-09-15,934-688-8145
Chris Cowan,28 Thornton St,1985-11-01,914-739-2821
Lisa Andrews,61-13 136th St,1992-03-09,838-668-4860
Rebecca Richards,110-2 69th Ave,1999-11-22,631-285-1115
Rachel Smith,1012 S Park St,1991-09-13,838-974-4563
Timothy Rowe,3065 Henry Hudson Pkwy E,1953-07-19,680-899-8263
Christopher Shepherd,236 Louisiana Ave,1951-06-20,585-904-6513
Christina Soto,63-6 Woodside Ave,1979-10-29,315-366-1426
Antonio Hernandez,663 E 188th St,1946-03-17,838-947-9631
Kiara Perkins,28-51 91st St,1970-08-15,332-854-0532
Christopher Powell Jr.,73-17 255th St,1972-12-02,212-710-7257
Zachary Brown,3428 Cypress Ln,1957-12-07,619-358-5693
Brian Rodriguez,121-27 9th Ave,1957-05-30,516-769-2860
Gary Smith,497 E 80th St,1962-08-07,315-947-7290
Evan Carlson,734 Columbus Ave,2001-03-06,680-210-5145
Claire Fitzpatrick,47-34 Colden St,1964-11-15,516-305-4354
Eric Johnson,146-32 25th Ave,1951-08-21,631-213-9370
Megan Smith,839B Patterson Ave,1957-11-05,585-921-7843
Amber Murphy,244 Willowbrook Rd,1995-02-03,838-836-5036
David Cruz Jr.,72-34 Indiana Ave,1961-02-16,315-219-1911
Michele Hawkins,2231C Amsterdam Ave,1982-06-30,516-757-8701
Wendy Whitaker,65-86 Booth St,1983-03-22,516-866-6964
Kari Chang,77-8 74th St,1994-07-27,838-882-7919
Kristin Skinner,143B Stephens Ave,1951-02-22,585-545-2649
Jacqueline Hart,394 W 230th St,1969-11-16,934-574-9867
Andrew Johnson,54-26 98th Pl,1992-06-27,516-844-0039
Brian Long,48-41 106th St,1958-10-16,838-370-7673
Karen Hernandez,87-45 126th St,2000-11-24,315-764-4448
Tyler Munoz,58-2 213th St,1970-11-28,315-460-5589
Sherri Rogers,418 E 22nd St,1946-04-24,516-942-9551
Joseph Pearson,852 S Park St,1965-05-20,326-485-7958
Katherine Morris,581A Senator St,1986-02-11,585-505-8431
Paul Rodriguez,84-46 Lefferts Blvd,1985-11-20,716-821-4991
Angela Bonilla,5745A Kings Highway,1957-10-21,315-487-7129
Kenneth Montgomery,2747A E 21st St,1948-11-15,914-965-4798
Daniel Morris,164-51 132nd Ave,2000-04-05,315-475-4243
Bethany Waller,71-7 73rd Pl,1987-06-22,332-533-0704
Lisa Johnston,4351 Kansas Pl E,1972-03-09,785-343-1417
Timothy Davis,34A Cooper Pl,1963-09-19,315-646-6754
Chad Willis,3321 Park St NW,1984-04-24,314-746-2854
Wanda Johnson,28-37 49th St,1978-02-28,516-564-8084
Melanie Bullock,318A E 94th St,1950-04-28,315-276-8470
Daniel Payne,1472 78th Pl N,1972-04-21,407-827-1788
Jimmy Kennedy,365 Eldert St,1982-10-29,516-425-6742
Kimberly Moore,908B Cleveland St,1956-07-13,585-559-3124
Mike Morales Jr.,4717 E Park Way,1970-08-26,838-750-7091
Paul Harrison,1285 Rear St Marks Ave,1963-06-04,716-590-0765
Michael Hunt,72 Lincoln Ave,1985-09-21,516-726-4040
Selena Shawna Stevens,102-1 116th St,1973-06-07,585-601-3603
Melissa Clark,286A Walton Ave,1945-10-21,315-857-4433
Christopher Larsen,617 11th Ln SE,1988-09-25,682-209-6827
Summer Vance,343A Tompkins Ave,1952-01-06,934-664-0726
Darrell Williams,547L Wyckoff Ave,1959-01-10,347-292-7187
Gloria Conley,1536 E Oak Way,1992-12-24,918-376-5123
Jessica Angelica Cline,1031 38th St,1970-11-18,585-987-6242
Jodi Wood,3307 Park Ln SW,1965-05-24,559-813-0430
Alison Mcbride,453A 2nd St,1981-03-27,716-451-4001
William Wagner,45-58 11th St,1968-12-23,315-985-6818
Karen Rogers,4247 E 4th Rd,1973-07-09,513-265-7212
Ryan Smith,2330 S 8th Ln,1978-02-03,534-769-5917
Alexis Vazquez,401 E 23rd St,1947-12-11,680-666-8443
Elizabeth Hunt,42A E 23rd St,1993-03-25,516-533-6279
Monique Jones,103-12 97th Ave,1969-08-01,680-276-0207
Emily Duncan,180-6 Fernside Pl,1958-03-06,315-334-2413
Rachel Bryant,66½ Dupont St,1950-04-11,518-289-4541
Christine Hughes,657 Park Ln,1948-12-28,831-715-3187
Rachel Green,1152 Ralph Ave,1999-01-18,585-642-9017
Richard Sanchez,4 River Rd,1993-09-20,516-437-6948
Jessica Berg,1483 Gillespie Ave,1958-12-26,585-345-9223
James Adams Jr.,2666 Broadway,1998-10-30,838-266-8453
Nicholas Burns,1461 Carroll St,1964-11-13,914-925-1432
Nancy Frye,161-21 Jewel Ave,1970-05-05,607-936-9199
Brian Hill,835 63rd St,1999-03-07,315-754-5819
Alex Evans,110B Warren St,1983-08-02,914-514-2194
Thomas Alvarado,1010 E Park Ln,1987-10-18,410-980-7765
Chad Herrera,1127 229th Dr N,2001-06-22,332-888-9629
Kaitlyn Harrison,1828B White Plains Rd,1947-06-13,680-251-7676
Holly Estes,1660 Madison Pl,1980-11-24,838-529-7419
Brett Acevedo,2360 W 3rd Ln,1970-02-10,279-485-0385
Ernest Perez,4528 E Park Way,1990-03-03,934-972-4436
Sheryl Barber,192-7 85th Rd,1990-08-17,607-687-8316
Sarah Schaefer,89A Stockholm St,1978-01-07,631-560-6778
Joyce Cruz,69-11 Manse St,1962-10-23,914-357-3872
Desiree Thompson,179-29 Cross Bay Blvd,1961-09-22,585-413-0792
Michael Nelson,157B Bradley Ave,1999-06-15,716-224-6372
Dean Harrison,133 Myrtle Ave,1956-07-09,315-493-7540
Adam Peters Jr.,983 NE Maple Dr,1967-04-01,215-276-0103
Robert Wells,28-46 120th St,1997-06-15,838-905-1744
Margaret Cantrell,2069 Bronxdale Ave,1986-06-13,516-812-5270
Thomas Moss,7 Fordham Hill Oval,1960-04-10,838-892-5476
Deborah Daniels,521A E 23rd St,1991-05-21,838-419-8189
Matthew Vasquez,201 W 76th St,1996-09-22,212-927-2027
Victor Bell,1559A W 12th St,1982-01-25,838-731-8223
Sarah Ware,3844 N 7th Dr,1995-02-13,279-468-2053
Gabrielle Carter,3932 SE Park St,1980-04-03,667-376-5137
Dawn Trujillo,4172 S Park Pl,1969-05-10,530-766-5532
Timothy Reyes,8173 Foster Ave,1969-07-15,631-892-1396
Nancy Baker,191 E 21st St,1961-09-11,680-844-3750
Sabrina Williams,25-16 21st Ave,1999-06-22,315-936-1957
Dawn Stephens,26A E 93rd St,1977-02-15,914-605-1983
Tracey Ward,220-37 Kingsbury Ave,1990-05-16,516-741-9616
Joel Saunders,864 E Park Ln,1953-02-03,410-921-0657
Bradley Burton,607B Beach 19th St,2000-10-13,315-790-1074
Holly Mccarthy,82A Pulaski St,1969-12-03,838-961-0302
Jonathan Ford,741 Park Dr,1997-10-07,838-719-7852
Eric Huff,254-22 Iowa Rd,1959-05-02,585-691-5798
Samantha Barnes,3337 SW 6th St,2001-05-24,947-739-0131
John Andersen Jr.,87-13 Rockaway Beach Blvd,1963-08-20,585-246-2813
Willie Williams,151-32 25th Ave,1983-11-02,917-324-8250
Carolyn Stewart,4655 SE Park Ave,1958-04-23,715-254-1275
Michelle Wilkins,122A Hendrix St,1986-01-26,315-458-7673
John Chavez,107A W 71st St,1994-03-08,212-595-7630
Kelly Soto,1988 Haviland Ave,1986-02-12,716-981-5305
Kevin Manning,1168 Rear Metropolitan Ave,1955-09-21,716-795-3289
Michael Pollard,2735B Jerome Ave,1995-08-31,631-852-9266
Danielle Watkins,2663S Valentine Ave,1969-08-10,929-361-8939
Justin Hernandez,16 Sharon St,2001-03-30,212-653-6744
John Gaines,2009 9th Dr S,1945-03-27,765-817-0173
Kathryn Kaiser,806 NW Aspen Ln,1977-02-02,719-750-9298
Theresa Case,84-40 172nd St,1962-10-01,845-936-3081
Rachael Brittany Jones,4473 NW Park Ave,1955-01-15,509-359-5900
Joseph Hudson,1549A Taylor Ave,1955-01-06,315-891-5653
Savannah Newton,337 W 123rd St,1987-07-19,838-290-7140
Tyler Phillips,299 Ave F,1955-04-18,212-761-3541
Karen Ruiz,1380 St Nicholas Ave,1971-05-30,212-670-2300
Robert Perez,160-38 Baisley Blvd,2001-12-12,516-995-3194
Jennifer Vazquez,672A Correll Ave,1982-08-14,516-402-7510
Joshua Williams,1557A Madison Ave,1992-07-20,838-236-4906
Joshua Powell,103A W Fordham Rd,1979-08-21,716-384-5210
Jared Caldwell,36 Kossuth Pl,1954-02-22,680-211-3360
Christopher Guerra,189½ E 7th St,1952-12-21,838-588-7013
Dana Stephanie Johnson,2910 Park Ln N,1952-05-22,574-830-7860
Sarah Garner,2151 Bronx Park E,1966-06-07,631-232-4788
Timothy Wise,485B Union St,1990-10-14,315-754-7765
Jasmine Meyer,932A E 106th St,1970-05-14,838-916-3619
Miguel Arnold V,2179 W 12th Dr,1961-11-02,521-879-3103
Kevin Solis,2381 Maple Rd W,1983-01-22,878-418-1791
Derrick Ali,901 Cypress Ln,1953-02-06,831-477-7173
Carrie Ramos,493 E 179th St,1955-11-27,516-911-7554
Monica Tucker,1982 Sedgwick Ave,1982-05-12,585-608-8027
Christine Williams,407A Halsey St,1989-05-18,315-245-7903
Jonathan Moreno,206 Havemeyer St,1999-02-22,516-663-7883
Wanda Thompson,279A Mcdonald Ave,1951-07-11,838-998-8725
Raymond Roberts,120 Hull Ave,1987-08-25,212-767-0804
Jessica King,56-55 169th St,1981-01-25,631-516-5409
Aaron Bray,24-15 101st St,1998-11-13,680-892-6493
Amber Fuller,1333 Nelson Ave,1980-11-29,332-472-1191
Valerie Adams,4190 NE 30th Ave,1981-04-03,689-320-2754
Crystal Hurst,1031 S Park Pl,1950-03-16,315-666-9363
Michelle White,215-37 43rd Ave,2000-10-18,914-885-2705
Kirsten Lopez,4318 Holly Ave E,1995-07-16,302-268-2105
Valerie Wright,2139C Amsterdam Ave,1964-02-14,718-893-2011
Vincent Robinson,11½ St Lukes Pl,1954-02-14,212-928-9560
Erin Weber,1435 Park Pl,1969-08-22,930-530-0011
Joseph Fisher,966 Park Dr S,1967-02-21,430-246-1578
Monica Baker,417 Main St,1973-01-21,315-937-2273
Beverly English,2009 Rear Anthony Ave,1954-02-15,680-212-6324
Eric Hopkins Jr.,927 Atlantic Ave,1960-05-10,332-878-7492
Daniel Thompson Jr.,1839E Jerome Ave,1987-09-16,516-317-0113
Michelle Vega,76-26 Rockaway Blvd,1956-09-13,607-327-6274
Caitlin Horn,474 Steuben St,1984-03-30,914-361-8119
Joy Duran,130-56 60th Ave,1962-08-08,838-541-0236
Alec Burke,1322A Clay Ave,1999-04-07,914-655-9909
Nicholas Sutton Jr.,484 Sunset St,1986-05-04,341-332-8289
Stacey Perez,226 W 79th St,1993-09-12,845-746-9503
Kayla Mcdaniel,1082 Park Ln,1966-11-11,516-443-3626
Melissa Hamilton,1117 Rear Dekalb Ave,1998-04-17,315-320-2899
Jonathan Owen,109-37 64th Rd,1953-07-26,631-374-7965
Russell Moore,213 Bay 19th St,1952-04-05,680-247-6858
James Rodriguez,19A Cooper Pl,1986-06-06,680-348-4134
Luke Murphy,4812A Broadway,1986-06-05,838-438-1355
Bradley Deleon,3210D Mermaid Ave,1962-08-11,646-644-1022
Patricia Garcia,115-25 Grosvenor Rd,1992-04-27,631-481-7781
Melissa Adams,161A Victory Blvd,1962-11-25,838-671-0992
Diane Nelson,469 SW Park Rd,1962-10-30,830-693-8793
Shirley Robertson,3569A Kings Highway,1967-09-07,914-579-4616
Nicole Wallace,610 Lee Way SW,1989-03-05,434-516-6020
Russell Matthews,1825 Rear Adee Ave,1973-08-29,716-721-8198
Lauren Ashley Stein,1508 41st St,1956-07-01,845-598-2677
Bridget Rodriguez,72-18 Kissena Blvd,1993-05-17,914-336-4803
Courtney Barrett,3898A 10th Ave,1991-04-30,838-699-5236
Jasmine Decker,216-20 114th Ave,1977-02-18,315-815-1224
Sara Saunders,98-18 64th Ave,1983-05-27,838-785-1015
William Harrington,815 Vincent Ave,1962-08-05,516-709-4762
Tamara Floyd,1741 Arnow Ave,1961-05-09,845-904-4220
Tara Houston,652 Empire Blvd,1954-12-21,315-482-3564
Christopher Rodriguez,91-48 216th St,2001-12-09,646-991-3386
David Flores,4-89 48th Ave,1970-04-08,607-686-4284
Jade Alvarado,88-40 54th Ave,1950-03-11,680-958-0567
Shannon Roberts,118-3 Sutphin Blvd,1985-08-19,516-294-6041
Jamie Wolf,1527 N 7th Way,1992-08-05,631-868-2078
Krista West,1885 Rear Jerome Ave,1961-04-05,716-370-3206
Amy Little,1506 Park St S,1975-06-01,747-445-7090
Claire Bell,141-15 Jamaica Ave,1965-02-14,914-852-1115
Stephanie Cox,3131 W 6th Dr,1951-01-30,830-513-8614
Jill Parrish,2601 E Park Rd,2000-01-23,838-221-1990
Jessica Shields,211-14 89th Rd,2000-07-05,631-485-3050
Matthew Wright,141 E 27th St,1961-07-11,518-290-9548
Erin Edwards,1020 E 4th Pl,1995-02-14,650-939-2712
Jeffrey Freeman,86-34 134th St,1975-01-05,646-612-7572
Elizabeth Banks,74-26 61st Dr,1988-01-07,585-906-4051
Sarah Bean,184-6 Elmira Ave,1971-06-15,838-547-6513
Kristin Elizabeth King,23 N 1st Way,1946-04-11,364-208-4349
Cheryl Karen Gibson,602 Rear 3rd Ave,1999-12-26,585-694-0830
Tammy Garcia,3128 N 4th Rd,1970-08-21,561-215-0345
Leslie Hill,6820 Shore Rd,1996-03-24,646-618-2518
Cody Wilson,100 Amity St,1959-12-21,585-606-3805
Ashley Stokes,101-11 Strong Ave,1985-01-21,631-841-2644
Megan Evans,3892 41st Rd,1978-12-27,239-524-7230
William Clark,199-37 Jamaica Ave,1967-01-20,631-945-4090
David Obrien,859 Union St,1953-01-09,845-997-7549
Beth Chen,733A Park Ave,1970-01-16,516-554-5061
Diane Smith,3949 NE Dogwood Ave,1961-08-04,912-356-8745
James Anderson,2801 SW Park Ln,2001-04-23,617-838-9823
Courtney Harris,39-5 220th St,1954-04-26,516-486-3039
Eric Morris,22-41 33rd Ave,1977-07-26,914-999-0980
Eric Miller,3504 2nd Dr S,1958-09-05,510-374-6418
Julie Young,117A Powers St,1948-11-12,631-889-9212
Michael Harper,1144 E 102nd St,1987-06-07,838-576-3475
John King,239A W 71st St,1964-01-16,516-741-2145
Kenneth Hayes Jr.,150 Langham St,1961-12-20,680-388-1512
Yolanda Emily Hernandez,184-31 46th Ave,1962-05-10,838-798-7566
Julian Wheeler Jr.,1282A Morrison Ave,1990-08-27,914-330-3217
Juan Wood,265B Buffalo Ave,1959-04-09,315-352-1727
Mark Johnson Jr.,3019 Rear Netherland Ave,1960-09-05,315-290-1715
Amy Gill,118-7 84th Ave,1972-11-29,212-940-3084
John Anderson,1271 Underhill Ave,1942-10-07,585-549-4450
David Rush,90-24 102nd St,1990-01-22,585-728-6188
Matthew King,2416 SW Maple Ln,1990-09-12,270-576-6621
Rebecca Moran,3670 Sunset Rd,1970-05-05,909-677-3781
Jessica Morris,3734 Maple Way,1952-11-23,734-389-0127
Matthew Powell,57A W 125th St,1971-05-23,516-929-2170
Steve Gonzales,1916 3rd Way,1995-02-03,448-856-0057
Emily Morales,465 6th Ln NE,1960-07-12,701-391-3642
Rebecca Lopez,239 Senator St,2000-07-20,212-417-2887
Danielle Clay,147-61 257th St,1949-09-03,315-766-0746
Catherine Harrison,4824 SW 63rd St,1996-10-31,656-953-8047
Sarah Mcintosh,109-62 38th Ave,1973-02-18,716-907-7662
Michael Moore,8-18 119th St,1995-05-31,315-664-5375
Derek Dodson,230 Park St SW,1946-01-17,615-507-8403
Maria Arroyo,34-37 30th St,1952-02-16,516-906-7651
Monique Weber,3161 Kings Highway,1937-04-03,585-456-0896
Andrea Hubbard,524A Ave N,1939-03-31,347-970-8647
Mary Lopez,218 Sherman Ave,1986-04-11,631-607-6877
Grace Maldonado,180C W 22nd St,1983-07-12,838-502-5755
Rebecca Carrie Mooney,307 Windsor Pl,1958-12-20,716-740-0979
Teresa Walsh,246B Rockaway Ave,1976-01-20,607-328-6965
Elaine Faulkner,1700 S Cedar Rd,1997-05-27,430-272-0535
Christopher Robinson,84-41 54th Ave,1947-01-25,838-327-9698
Charles Morris,2949B Dewitt Pl,1950-01-04,914-329-0922
Christopher Cook,336 Central Park W,1956-10-28,838-239-9885
Joshua Hernandez,139B Margaretta Ct,1953-04-22,516-255-2520
Benjamin Schultz Jr.,2041-24 Gates Ave,1993-04-19,315-677-8266
Melissa Turner,130-59 140th St,1994-06-24,212-778-6487
Ethan Collins,2068 2nd Way N,1977-02-13,754-202-5359
Andrea Ramirez,778 Bartholdi St,1952-02-21,516-209-3587
Nicole Carter,26 Bartlett Pl,1963-05-24,838-681-1752
Julie Delacruz,2348 Arthur Ave,1986-07-28,838-448-2466
Angela Hughes,1965 Ave Z,1999-01-29,516-499-3904
Caleb Kennedy,260 Broadway,1949-11-14,315-359-9192
Michael Rivera,96B Rogers Ave,2000-09-07,716-820-5221
Jeanne Olsen,826 Greenwood Ave,1959-08-09,914-808-3184
Gary Marsh,652 Park Ave NE,1998-12-25,860-314-7227
Melissa Reynolds,4198 Park Dr,1961-07-26,952-527-2716
Javier White,151 Monroe St,1971-07-07,716-553-9678
Joshua Anderson,2768 E 1st Dr,1960-10-25,667-875-2561
Kevin Johnson,64-27 65th Pl,1989-04-12,347-371-1154
April Navarro,4806 Park Dr NE,1963-03-12,425-424-4185
Ryan Cuevas,869½ Carroll St,1981-05-21,585-275-8492
Laura Archer,1076 38th St,1991-07-30,315-349-9287
Samuel Woods,1274 W Farms Rd,1991-08-22,585-836-6789
Lori Bradshaw,2031 3rd Way,1991-07-10,949-306-3849
William Johnson,982 W Magnolia Dr,1994-05-02,985-647-4245
David Williams,105-63 53rd Ave,1989-04-21,631-870-6378
Carolyn Wilson,176-49 69th Ave,1942-11-21,838-985-7146
Chelsea Ferguson,811B Liberty Ave,1966-11-09,716-633-6717
Judy Floyd,1857 W 13th St,1999-12-26,332-985-9116
Brady Robinson,2A Defoe Pl,1991-12-17,212-937-4051
David Harris,2038 Lee Dr NW,1997-06-07,948-357-7347
Andrea Gonzalez,349½ E 74th St,1961-12-19,680-280-2968
Samuel Carr,999 38th Ln NE,1962-08-25,561-260-0673
Nathan Robbins,83-44 54th Ave,1984-03-06,607-257-8352
Lynn Jennifer Miller,2681 Park Ave W,2001-05-16,534-440-4063
Mathew Buchanan,1396A Clay Ave,1962-12-19,516-964-5807
Dakota Lewis,1739 Hendrickson St,1962-08-11,631-386-0143
Kristina Dana Campbell,4364 SW Park Pl,1955-12-18,614-850-3722
Travis Weber,1229 Elder Ave,1944-02-06,516-230-2588
Edwin Hines,2820 N North Ave,1967-03-10,680-963-1106
Sandra Olivia Delacruz,17A Defoe Pl,1968-02-23,845-705-7333
Laura Rogers,1798 48th St,1966-04-27,838-471-8662
Kimberly Harris,4075A Paulding Ave,1980-08-25,315-362-0895
Marcus Baker,1746 SE 8th Rd,1986-03-19,512-676-7907
Brittany Moody,4948 Hylan Blvd,1987-12-30,516-548-4224
Joshua Johnson,8 Kossuth Pl,1994-04-14,516-788-0392
Kyle Vasquez,2057 Lee Dr NE,1996-12-02,434-328-0945
Brian Fisher,159 W 230th St,1968-02-01,516-752-4188
Brian Nielsen,19A Pulaski St,1964-09-16,516-324-6255
Erika Mcconnell,8579 21st Ave,1956-11-17,315-248-5742
Kristina White,409 Rear E 235th St,1953-06-23,585-553-0231
Lisa Farley,4753 N 7th Ave,1948-10-06,641-400-2321
Spencer Henderson,199-7 114th Rd,1954-03-01,914-626-5477
Theresa Espinoza,3223 Rear Tibbett Ave,1994-10-20,212-206-8384
Jason Sherman,2225B Cross Bronx Expy,1987-04-13,914-763-6842
Lori Mcgee,155 Mott St,1973-05-05,838-557-1464
Haley Jenkins,1117 E 215th St,1967-10-24,838-260-3075
David Lowery,314½ Humboldt St,1986-10-24,838-662-2221
William Williams,2893 10th Dr N,1999-09-08,712-345-5856
William Hunt,271D W 125th St,1958-03-30,516-263-9529
Charles Brewer,1266 N 13th Ave,2001-09-04,985-631-3462
Charles Moore II,1757 2nd Ln SE,1995-11-30,325-530-2313
Courtney Jennings,281 W 136th St,1953-07-05,518-377-8158
Laura Gutierrez,12-40 Mcbride St,1985-10-08,315-854-8340
Arthur Steele,318A E 84th St,1958-04-06,516-333-2163
Gina Mueller,1126 Blake Ave,1993-01-20,347-875-4494
Connor Alvarado,601-26 Cross Bay Blvd,1980-01-05,838-307-1424
Mark Garcia,3464 NW 1st Rd,1958-01-03,970-321-4095
Bailey Stone,2121 Park Dr N,1999-04-24,830-413-1079
Misty Browning,4228 5th Ave SE,1992-02-12,262-683-2448
Pamela Ballard,146-32 11th Ave,1988-11-02,516-326-3907
Helen Stout,104C W 22nd St,1961-09-17,315-859-9150
Kristopher Barnes,130 Gibson Ave,1955-03-19,716-700-3256
Alexander Sweeney,2750 Cruger Ave,1970-07-31,838-734-7188
James Wright,86-31 121st St,1982-04-03,585-395-8542
Heidi Brown,54A Carlton Ave,1960-12-04,347-281-8503
John Simon,211 Rear 1st Ave,1976-11-26,585-591-9282
Thomas Kramer,123-13 234th St,1984-07-13,315-401-9498
Lisa Erica Crosby,4710A 3rd Ave,1986-09-19,716-678-8188
Kathleen Garcia,224 Mother Gaston Blvd,1978-02-07,516-963-9554
Victor Rasmussen,1228A Rogers Ave,1970-01-21,315-386-8115
David Wolfe,285 E Broadway,1995-02-15,516-425-4962
Michael King,2394 Arlington Ave,1990-06-08,516-754-5498
Andrew Calderon,312 E 161st St,1971-03-10,631-485-5046
Carol Hernandez,6 Schenck Ct,1962-11-09,838-317-5763
Eric Clark,2015 Watson Ave,1987-05-02,838-702-9675
Carol Miller,1968B Bedford Ave,1954-02-25,716-870-5756
Sarah Dyer,4228A Bedford Ave,1981-03-31,929-719-5577
Joshua Rivera,10-1 Utopia Pkwy,2000-02-03,838-678-3879
Steve Hall,338 4th Pl N,1939-05-20,703-659-2085
Chad Keller,156 Monroe St,1975-08-01,315-796-8751
Christopher Miller,153-21 24th Ave,1984-07-26,315-998-6551
Carrie Walters,2965 Netherland Ave,1968-06-22,838-226-7599
Michael Nguyen Jr.,200-22 99th Ave,1943-02-25,315-496-5012
Vanessa Massey,84-45 234th St,1958-05-04,680-599-6124
Marcus Hardy,74-54 255th St,1982-01-27,646-513-4444
Carmen Huffman,70-14 69th St,1972-05-01,929-262-8130
Amy Nelson,3110 NW Park Rd,1983-07-29,618-898-9272
Theresa Castaneda,361 Rear-A Canal St,1962-12-12,838-303-5155
Brittany Guerra,1428B Clay Ave,1999-06-04,332-427-9240
Joseph Griffin,562 E 150th St,1987-08-08,585-651-6895
